date,value
1960-01-01,511.47183227539
1960-02-01,511.47183227539
1960-03-01,511.47183227539
1960-04-01,511.47183227539
1960-05-01,511.47183227539
1960-06-01,511.47183227539
1960-07-01,511.47183227539
1960-08-01,511.47183227539
1960-09-01,511.47183227539
1960-10-01,511.47183227539
1960-11-01,511.47183227539
1960-12-01,511.47183227539
1961-01-01,511.47183227539
1961-02-01,511.47183227539
1961-03-01,511.47183227539
1961-04-01,511.47183227539
1961-05-01,511.47183227539
1961-06-01,511.47183227539
1961-07-01,511.47183227539
1961-08-01,511.47183227539
1961-09-01,511.47183227539
1961-10-01,511.47183227539
1961-11-01,511.47183227539
1961-12-01,511.47183227539
1962-01-01,511.47183227539
1962-02-01,504.85797119141
1962-03-01,496.03948974609
1962-04-01,496.03948974609
1962-05-01,496.03948974609
1962-06-01,496.03948974609
1962-07-01,496.03948974609
1962-08-01,496.03948974609
1962-09-01,496.03948974609
1962-10-01,496.03948974609
1962-11-01,496.03948974609
1962-12-01,496.03948974609
1963-01-01,496.03948974609
1963-02-01,496.03948974609
1963-03-01,496.03948974609
1963-04-01,496.03948974609
1963-05-01,496.03948974609
1963-06-01,496.03948974609
1963-07-01,496.03948974609
1963-08-01,496.03948974609
1963-09-01,496.03948974609
1963-10-01,507.06259155273
1963-11-01,507.06259155273
1963-12-01,507.06259155273
1964-01-01,507.06259155273
1964-02-01,507.06259155273
1964-03-01,524.69946289063
1964-04-01,529.10888671875
1964-05-01,529.10888671875
1964-06-01,529.10888671875
1964-07-01,529.10888671875
1964-08-01,529.10888671875
1964-09-01,529.10888671875
1964-10-01,529.10888671875
1964-11-01,529.10888671875
1964-12-01,540.1318359375
1965-01-01,540.1318359375
1965-02-01,540.1318359375
1965-03-01,540.1318359375
1965-04-01,540.1318359375
1965-05-01,540.1318359375
1965-06-01,540.1318359375
1965-07-01,540.1318359375
1965-08-01,540.1318359375
1965-09-01,540.1318359375
1965-10-01,540.1318359375
1965-11-01,540.1318359375
1965-12-01,540.1318359375
1966-01-01,540.1318359375
1966-02-01,540.1318359375
1966-03-01,540.1318359375
1966-04-01,540.1318359375
1966-05-01,540.1318359375
1966-06-01,540.1318359375
1966-07-01,540.1318359375
1966-08-01,540.1318359375
1966-09-01,540.1318359375
1966-10-01,540.1318359375
1966-11-01,540.1318359375
1966-12-01,540.1318359375
1967-01-01,540.1318359375
1967-02-01,540.1318359375
1967-03-01,540.1318359375
1967-04-01,540.1318359375
1967-05-01,540.1318359375
1967-06-01,540.1318359375
1967-07-01,540.1318359375
1967-08-01,540.1318359375
1967-09-01,540.1318359375
1967-10-01,540.1318359375
1967-11-01,540.1318359375
1967-12-01,540.1318359375
1968-01-01,540.1318359375
1968-02-01,540.1318359375
1968-03-01,540.1318359375
1968-04-01,540.1318359375
1968-05-01,540.1318359375
1968-06-01,562.17797851563
1968-07-01,562.17797851563
1968-08-01,562.17797851563
1968-09-01,562.17797851563
1968-10-01,562.17797851563
1968-11-01,562.17797851563
1968-12-01,562.17797851563
1969-01-01,573.201171875
1969-02-01,584.22436523438
1969-03-01,584.22436523438
1969-04-01,584.22436523438
1969-05-01,584.22436523438
1969-06-01,584.22436523438
1969-07-01,584.22436523438
1969-08-01,584.22436523438
1969-09-01,584.22436523438
1969-10-01,601.861328125
1969-11-01,606.2705078125
1969-12-01,606.2705078125
1970-01-01,606.2705078125
1970-02-01,606.2705078125
1970-03-01,606.2705078125
1970-04-01,612.88427734375
1970-05-01,617.29370117188
1970-06-01,617.29370117188
1970-07-01,617.29370117188
1970-08-01,617.29370117188
1970-09-01,617.29370117188
1970-10-01,617.29370117188
1970-11-01,617.29370117188
1970-12-01,617.29370117188
1971-01-01,617.29370117188
1971-02-01,617.29370117188
1971-03-01,617.29370117188
1971-04-01,617.29370117188
1971-05-01,617.29370117188
1971-06-01,617.29370117188
1971-07-01,617.29370117188
1971-08-01,628.31665039063
1971-09-01,639.33984375
1971-10-01,639.33984375
1971-11-01,641.54443359375
1971-12-01,665.79516601563
1972-01-01,670.20458984375
1972-02-01,670.20458984375
1972-03-01,670.20458984375
1972-04-01,670.20458984375
1972-05-01,599.65673828125
1972-06-01,566.58740234375
1972-07-01,537.92724609375
1972-08-01,540.1318359375
1972-09-01,537.92724609375
1972-10-01,537.92724609375
1972-11-01,540.1318359375
1972-12-01,540.1318359375
1973-01-01,542.33642578125
1973-02-01,557.76879882813
1973-03-01,570.99658203125
1973-04-01,570.99658203125
1973-05-01,582.01977539063
1973-06-01,601.861328125
1973-07-01,634.9306640625
1973-08-01,619.49829101563
1973-09-01,604.06591796875
1973-10-01,621.70288085938
1973-11-01,650.36279296875
1973-12-01,632.72583007813
1974-01-01,604.06591796875
1974-02-01,619.49829101563
1974-03-01,687.84155273438
1974-04-01,751.775390625
1974-05-01,765.00317382813
1974-06-01,756.1845703125
1974-07-01,760.59399414063
1974-08-01,848.77880859375
1974-09-01,837.75561523438
1974-10-01,844.36938476563
1974-11-01,842.16479492188
1974-12-01,859.8017578125
1975-01-01,895.07568359375
1975-02-01,908.30346679688
1975-03-01,917.12182617188
1975-04-01,897.2802734375
1975-05-01,903.89428710938
1975-06-01,903.89428710938
1975-07-01,864.2109375
1975-08-01,837.75561523438
1975-09-01,826.732421875
1975-10-01,815.70947265625
1975-11-01,813.5048828125
1975-12-01,837.75561523438
1976-01-01,853.18798828125
1976-02-01,850.9833984375
1976-03-01,815.70947265625
1976-04-01,820.11865234375
1976-05-01,824.52783203125
1976-06-01,804.68627929688
1976-07-01,903.89428710938
1976-08-01,939.16821289063
